-1.494325e-01  -1.482041e-01  -1.479467e-01  7.699502e-01
-1.539640e-01  -1.464159e-01  -1.337760e-01  6.252186e-01
-1.530839e-01  -1.471375e-01  -1.263001e-01  1.245272e+00
-1.506959e-01  -1.570323e-01  -1.145209e-01  1.520178e+00
-1.567566e-01  -1.479743e-01  -1.043853e-01  8.763930e-01
-1.500365e-01  -1.438662e-01  -9.796451e-02  5.808144e-01
-1.507047e-01  -1.489797e-01  -8.863148e-02  1.042330e+00
-1.580087e-01  -1.467936e-01  -7.287237e-02  1.040219e+00
-1.483951e-01  -1.471452e-01  -6.907709e-02  2.377712e-01
-1.489044e-01  -1.474221e-01  -5.783496e-02  9.440318e-01
-1.569190e-01  -1.544033e-01  -4.777766e-02  6.493248e-01
-1.479234e-01  -1.515889e-01  -3.686778e-02  4.271544e-01
-1.496895e-01  -1.472742e-01  -2.690067e-02  9.217999e-01
-1.483245e-01  -1.450463e-01  -2.009237e-02  1.309806e+00
-1.490634e-01  -1.505266e-01  -8.956547e-03  9.953475e-01
-1.466981e-01  -1.482428e-01  -9.612453e-04  1.007772e+00
-1.470397e-01  -1.472418e-01  8.933901e-03  1.287729e+00
-1.472157e-01  -1.501047e-01  1.880963e-02  7.595455e-01
-1.458874e-01  -1.469465e-01  3.031128e-02  1.337919e+00
-1.561018e-01  -1.525240e-01  3.567199e-02  1.053880e+00
-1.531159e-01  -1.523657e-01  4.762785e-02  1.335399e+00
-1.497046e-01  -1.520493e-01  5.992248e-02  8.685144e-01
-1.550193e-01  -1.528174e-01  7.066628e-02  1.006966e+00
-1.487525e-01  -1.538620e-01  7.457716e-02  1.425357e+00
-1.464569e-01  -1.525383e-01  8.690344e-02  1.422287e+00
-1.512345e-01  -1.511367e-01  9.671973e-02  1.121589e+00
-1.462135e-01  -1.492478e-01  1.168322e-01  3.558449e-01
-1.541243e-01  -1.509034e-01  1.268755e-01  7.782421e-01
-1.528776e-01  -1.489694e-01  1.312474e-01  8.924980e-01
-1.452423e-01  -1.501239e-01  1.423303e-01  1.462723e+00
-1.460778e-01  -1.356115e-01  -1.538729e-01  1.165265e+00
-1.478426e-01  -1.345489e-01  -1.174428e-01  7.035302e-01
-1.516078e-01  -1.341807e-01  -1.058462e-01  1.401644e+00
-1.503181e-01  -1.318609e-01  -9.892370e-02  5.500743e-01
-1.448470e-01  -1.314079e-01  -8.702414e-02  1.511730e-01
-1.459486e-01  -1.348462e-01  -7.699318e-02  -4.410134e-02
-1.527853e-01  -1.358049e-01  -6.664988e-02  4.798015e-01
-1.480019e-01  -1.355885e-01  -5.837381e-02  4.590799e-01
-1.478603e-01  -1.367115e-01  -3.573281e-02  7.025827e-01
-1.497385e-01  -1.401628e-01  -3.372513e-02  1.092254e+00
-1.552201e-01  -1.362124e-01  -1.796912e-02  7.368609e-01
-1.544761e-01  -1.359515e-01  -9.759265e-03  8.051840e-01
-1.520635e-01  -1.356894e-01  1.868239e-03  -8.295895e-02
-1.425099e-01  -1.358440e-01  9.507192e-03  9.641861e-01
-1.485872e-01  -1.346140e-01  3.107051e-02  -3.359680e-01
-1.493857e-01  -1.359903e-01  3.537667e-02  7.374826e-01
-1.577281e-01  -1.389571e-01  4.478186e-02  5.283289e-01
-1.563465e-01  -1.355554e-01  6.098510e-02  7.240843e-01
-1.588483e-01  -1.342453e-01  6.690226e-02  6.082724e-01
-1.531793e-01  -1.308725e-01  7.779374e-02  1.056297e+00
-1.594189e-01  -1.372547e-01  9.468485e-02  9.133676e-01
-1.512377e-01  -1.329836e-01  1.073092e-01  1.072134e+00
-1.492385e-01  -1.368419e-01  1.189522e-01  1.640797e+00
-1.483054e-01  -1.357158e-01  1.254265e-01  -3.116167e-01
-1.582693e-01  -1.218703e-01  -1.561958e-01  8.473993e-01
