-1.465178e-01  -1.495761e-01  -1.489552e-01  9.001308e-01
-1.520775e-01  -1.532131e-01  -1.346756e-01  1.442904e+00
-1.547389e-01  -1.523955e-01  -1.262642e-01  7.874319e-01
-1.486975e-01  -1.536126e-01  -1.165084e-01  1.191551e+00
-1.534025e-01  -1.475389e-01  -1.059817e-01  5.969600e-01
-1.459179e-01  -1.490740e-01  -9.778551e-02  1.608681e+00
-1.480302e-01  -1.511425e-01  -8.725495e-02  9.423806e-01
-1.443513e-01  -1.482147e-01  -7.986889e-02  3.406208e-01
-1.460251e-01  -1.456802e-01  -6.755509e-02  8.493620e-01
-1.490449e-01  -1.545027e-01  -5.800183e-02  1.235304e+00
-1.519967e-01  -1.527696e-01  -4.901934e-02  1.110331e+00
-1.510270e-01  -1.526559e-01  -3.818413e-02  1.097291e+00
-1.499746e-01  -1.509978e-01  -2.912615e-02  8.997346e-01
-1.515393e-01  -1.488524e-01  -2.044099e-02  3.950900e-01
-1.507613e-01  -1.529282e-01  -1.025461e-02  1.137211e+00
-1.497864e-01  -1.491579e-01  -4.834339e-04  7.975621e-01
-1.501082e-01  -1.484804e-01  1.027402e-02  1.042178e+00
-1.505128e-01  -1.497377e-01  1.939590e-02  9.332935e-01
-1.502715e-01  -1.530008e-01  2.777971e-02  1.165867e+00
-1.484227e-01  -1.472570e-01  3.949888e-02  6.668195e-01
-1.465002e-01  -1.467990e-01  4.767081e-02  1.205889e+00
-1.478952e-01  -1.478865e-01  5.783381e-02  6.807494e-01
-1.506859e-01  -1.486890e-01  6.793312e-02  7.121508e-01
-1.521088e-01  -1.484048e-01  7.637337e-02  9.914527e-01
-1.480784e-01  -1.512292e-01  8.639030e-02  6.036895e-01
-1.495717e-01  -1.493537e-01  9.687611e-02  7.964470e-01
-1.496171e-01  -1.507985e-01  1.063350e-01  1.491981e+00
-1.505727e-01  -1.489865e-01  1.166377e-01  8.962147e-01
-1.499296e-01  -1.444315e-01  1.262711e-01  8.020362e-01
-1.489860e-01  -1.489580e-01  1.373349e-01  1.235832e+00
-1.505313e-01  -1.504340e-01  1.479522e-01  8.258650e-01
-1.495018e-01  -1.364701e-01  -1.489722e-01  1.168885e+00
-1.494247e-01  -1.358064e-01  -1.360200e-01  6.909759e-01
-1.487170e-01  -1.363223e-01  -1.097936e-01  1.775851e+00
-1.462969e-01  -1.344606e-01  -9.635746e-02  7.008533e-01
-1.479292e-01  -1.340945e-01  -8.959362e-02  1.354543e+00
-1.477252e-01  -1.365726e-01  -7.819923e-02  9.581601e-01
-1.448534e-01  -1.351063e-01  -6.647794e-02  8.726462e-01
-1.478881e-01  -1.368621e-01  -5.951639e-02  1.147325e+00
-1.545035e-01  -1.378071e-01  -4.646201e-02  9.609311e-01
-1.512169e-01  -1.329961e-01  -3.991215e-02  1.360524e+00
-1.473216e-01  -1.367791e-01  -2.893811e-02  1.536325e+00
-1.471774e-01  -1.341998e-01  -1.820775e-02  7.600893e-01
-1.542771e-01  -1.374294e-01  -7.413237e-03  9.619590e-01
-1.489228e-01  -1.385721e-01  1.263077e-03  8.896065e-01
-1.498909e-01  -1.376482e-01  1.070681e-02  1.290586e+00
-1.509537e-01  -1.366256e-01  2.124246e-02  1.444922e+00
-1.490826e-01  -1.361846e-01  2.871652e-02  8.396875e-01
-1.509408e-01  -1.352855e-01  3.823112e-02  8.869875e-01
-1.521755e-01  -1.349301e-01  4.578701e-02  1.287534e+00
-1.557380e-01  -1.371443e-01  5.730867e-02  9.236536e-01
-1.527436e-01  -1.343205e-01  6.630793e-02  1.412290e+00
-1.458807e-01  -1.397077e-01  7.922174e-02  5.218389e-01
-1.498202e-01  -1.336075e-01  8.756046e-02  1.434779e+00
-1.502770e-01  -1.368760e-01  9.660141e-02  4.863809e-01
